code,name,type,address,phone,lon,lat
14704,市立澳底國小,公立,[228]新北市貢寮區真理里延平街10號,(02)24901432,121.92462,25.054888
14706,市立和美國小,公立,[228]新北市貢寮區和美里龍洞街1之9號,(02)24909431,121.919336,25.112325
14708,市立福連國小,公立,[228]新北市貢寮區福連里福連街1號,(02)24991194,121.988471,25.016814
14709,市立平溪國小,公立,[226]新北市平溪區平溪街56號,(02)24951038,121.736782,25.026955
14710,市立菁桐國小,公立,[226]新北市平溪區菁桐街45號,(02)24951009,121.72672,25.023548
14711,市立十分國小,公立,[226]新北市平溪區十分里十分街157號,(02)24958305,121.777884,25.043284
14712,市立淡水國小,公立,[251]新北市淡水區協元里中山路160號,(02)26212755,121.441363,25.173376
14713,市立育英國小,公立,[251]新北市淡水區埤島里14號,(02)26214390,121.444884,25.19705
14714,市立文化國小,公立,[251]新北市淡水區文化里真理街6號,(02)26212031,121.437381,25.173964
14715,市立天生國小,公立,[251]新北市淡水區淡海路72巷26號,(02)28052695,121.424287,25.18156
14716,市立水源國小,公立,[251]新北市淡水區水源里北新路二段15號,(02)26211347,121.476527,25.185817
14717,市立興仁國小,公立,[251]新北市淡水區興仁路101巷10號,(02)26213783,121.451097,25.217479
14718,市立忠山實驗小學,公立,[251]新北市淡水區忠山里行忠路899號,(02)26216139,121.479981,25.200448
14719,市立屯山國小,公立,[251]新北市淡水區淡金路五段111號,(02)28012591,121.456363,25.237342
14720,市立中泰國小,公立,[251]新北市淡水區中和里北勢子5號,(02)28012033,121.484651,25.224056
14721,市立坪頂國小,公立,[251]新北市淡水區坪頂路757號,(02)86263105,121.483895,25.158093
14722,市立竹圍國小,公立,[251]新北市淡水區中正東路二段145號,(02)28091475,121.460248,25.147534
14723,市立石門國小,公立,[253]新北市石門區尖鹿里中央路9號,(02)26381263,121.567124,25.291945
14724,市立乾華國小,公立,[253]新北市石門區茂林里茂林社區74號,(02)26381269,121.592344,25.269259
14725,市立老梅國小,公立,[253]新北市石門區老梅里老梅路10號,(02)26381258,121.544355,25.289801
14726,市立三芝國小,公立,[252]新北市三芝區埔頭里育英街22號,(02)26362005,121.501634,25.257878
14727,市立橫山國小,公立,[252]新北市三芝區橫山里86號,(02)26362473,121.529765,25.258894
14728,市立興華國小,公立,[252]新北市三芝區興華里5號,(02)26371366,121.500784,25.201401
14729,市立新莊國小,公立,[242]新北市新莊區立人里中正路86號,(02)29931201,121.456423,25.036968
14730,市立中港國小,公立,[242]新北市新莊區立志里中港一街142號,(02)29925550,121.447166,25.045069
14731,市立思賢國小,公立,[242]新北市新莊區自立街229號,(02)29980443,121.456556,25.045562
14732,市立頭前國小,公立,[242]新北市新莊區頭前里化成路231號,(02)29920238,121.466129,25.052925
14733,市立國泰國小,公立,[242]新北市新莊區中正路386號,(02)29043693,121.441711,25.034171
14734,市立豐年國小,公立,[242]新北市新莊區國泰里瓊泰路116號,(02)22017102,121.443332,25.03093
14735,市立丹鳳國小,公立,[242]新北市新莊區新北大道七段437號,(02)29035355,121.413815,25.024184
14736,市立光華國小,公立,[242]新北市新莊區龍安路452號,(02)22058866,121.424753,25.018782
14737,市立民安國小,公立,[242]新北市新莊區民全里民安路二六一號,(02)22056777,121.427798,25.021633
14738,市立昌隆國小,公立,[242]新北市新莊區昌隆街63號,(02)29962351,121.455404,25.051403
14739,市立泰山國小,公立,[243]新北市泰山區泰林路二段255號,(02)29098842,121.431285,25.062342
14740,市立明志國小,公立,[243]新北市泰山區新生路2號,(02)29061133,121.427453,25.045245
14741,市立成州國小,公立,[248]新北市五股區成泰路三段493號,(02)22933613,121.450517,25.099771
14742,市立更寮國小,公立,[248]新北市五股區四維路2號,(02)29824591,121.467714,25.069769
14743,市立五股國小,公立,[248]新北市五股區五股里成泰路二段49號,(02)22917191,121.437118,25.082249
14744,市立蘆洲國小,公立,[247]新北市蘆洲區中正路100號,(02)22816202,121.469947,25.084275
14745,市立鷺江國小,公立,[247]新北市蘆洲區民族路7號,(02)22819980,121.476136,25.084357
14746,市立八里國小,公立,[249]新北市八里區舊城里中山路二段338號,(02)26102217,121.403031,25.149515
14747,市立長坑國小,公立,[249]新北市八里區中華路三段236號,(02)26102037,121.390474,25.125544
14748,市立米倉國小,公立,[249]新北市八里區米倉里龍米路2段129巷1號,(02)26182202,121.445396,25.146849
14749,市立林口國小,公立,[244]新北市林口區菁湖里林口路76號,(02)26011010,121.389893,25.080842
14750,市立南勢國小,公立,[244]新北市林口區南勢五街2號,(02)26091020,121.3589,25.075227
14751,市立嘉寶國小,公立,[244]新北市林口區嘉寶里22號,(02)26052716,121.339327,25.108345
14752,市立瑞平國小,公立,[244]新北市林口區太平里後坑路34之1號,(02)26052779,121.34932,25.12839
14753,市立興福國小,公立,[244]新北市林口區下福里20鄰10-1號,(02)26062895,121.313013,25.112385
14754,市立三重國小,公立,[241]新北市三重區三和路三段1號,(02)29722095,121.497293,25.070412
14755,市立永福國小,公立,[241]新北市三重區永福里永福街66號,(02)22876716,121.480638,25.077006
14756,市立光榮國小,公立,[241]新北市三重區介壽路32號,(02)29730392,121.501318,25.070927
14757,市立厚德國小,公立,[241]新北市三重區忠孝路一段70號,(02)29868825,121.48873,25.071822
14758,市立碧華國小,公立,[241]新北市三重區五華街160號,(02)28577792,121.490769,25.084405
14759,市立三光國小,公立,[241]新北市三重區同安里大同南路157號,(02)29753308,121.496746,25.056153
14760,市立光興國小,公立,[241]新北市三重區正義南路62號,(02)29755352,121.498908,25.058881
14761,市立正義國小,公立,[241]新北市三重區信義西街31號,(02)29853138,121.496116,25.064444
14762,市立修德國小,公立,[241]新北市三重區重陽路三段3號,(02)29800495,121.488902,25.066233
14763,市立二重國小,公立,[241]新北市三重區二重里大有街10號,(02)29846446,121.47744,25.066147
14764,市立興穀國小,公立,[241]新北市三重區五谷王北街46號,(02)29990725,121.475471,25.050165
14765,市立興化國小,公立,[248]新北市新莊區福興里五工二路50巷2號,(02)22991001,121.461637,25.065916
14766,市立中山國小,公立,[220]新北市板橋區大觀路二段59巷31號,(02)22755313,121.447687,25.002303
14767,市立三多國小,公立,[238]新北市樹林區三福街52號,(02)26880698,121.406436,25.016363
14768,市立實踐國小,公立,[220]新北市板橋區實踐路93巷51號,(02)29531233,121.466392,25.005018
14769,市立大觀國小,公立,[220]新北市板橋區大觀路一段30號,(02)29603373,121.44935,25.00861
14770,市立溪洲國小,公立,[220]新北市板橋區金門街289號,(02)26867705,121.430882,24.987323
14771,市立信義國小,公立,[220]新北市板橋區四川路二段245巷60號,(02)89667817,121.452813,24.991737
14772,市立重慶國小,公立,[220]新北市板橋區廣和街31號,(02)29565592,121.462423,24.994453
14773,市立樂利國小,公立,[236]新北市土城區裕生路65號,(02)22662568,121.447559,24.985602
14774,市立安和國小,公立,[236]新北市土城區延和路23號,(02)22603451,121.464774,24.988807
14775,市立彭福國小,公立,[238]新北市樹林區忠孝街30號,(02)86866589,121.42344,24.98193
14776,市立育林國小,公立,[238]新北市樹林區復興路395號,(02)26832112,121.415668,24.985766
14777,市立建國國小,公立,[239]新北市鶯歌區育英街2號,(02)26709228,121.34658,24.954965
14778,市立安溪國小,公立,[237]新北市三峽區中華路42號,(02)26731488,121.372221,24.931222
14779,市立樟樹國小,公立,[221]新北市汐止區樟樹一路141巷2號,(02)26421407,121.641687,25.066528
14780,市立金美國小,公立,[208]新北市金山區忠孝一路111號,(02)24986503,121.635474,25.221039
14781,市立新和國小,公立,[231]新北市新店區安和路三段100號,(02)29400170,121.518178,24.984615
14782,市立鄧公國小,公立,[251]新北市淡水區學府里學府路99號,(02)26297121,121.449293,25.171312
14783,市立新興國小,公立,[251]新北市淡水區新興街123號,(02)26203645,121.440027,25.179684
14784,市立重陽國小,公立,[241]新北市三重區中正北路113號,(02)29826272,121.484505,25.066306
14785,市立五華國小,公立,[241]新北市三重區集賢路89號,(02)28578087,121.493449,25.086714
14786,市立成功國小,公立,[247]新北市蘆洲區長安街311號,(02)22858998,121.457458,25.085673
14787,市立仁愛國小,公立,[247]新北市蘆洲區民族路488號,(02)22838815,121.470993,25.091453
14788,市立榮富國小,公立,[242]新北市新莊區中和街193號,(02)22769020,121.447398,25.051431
14789,市立裕民國小,公立,[242]新北市新莊區裕民街123號,(02)29062407,121.418001,25.021856
14790,市立新泰國小,公立,[242]新北市新莊區公園一路91號,(02)29971005,121.443787,25.037841
14791,市立中信國小,公立,[242]新北市新莊區中信街168號,(02)85211131,121.447991,25.056274
14792,市立德音國小,公立,[248]新北市五股區明德路2號,(02)22924152,121.43455,25.07137
14793,市立麗園國小,公立,[244]新北市林口區忠孝路591號,(02)26091061,121.376195,25.068588
14794,市立北新國小,公立,[231]新北市新店區寶橋路8號,(02)29189300,121.543895,24.973707
14795,市立同榮國小,公立,[243]新北市泰山區公園路33號,(02)22968551,121.428099,25.05429
14796,市立光復國小,公立,[235]新北市中和區光環路二段1號,(02)32348654,121.482575,25.014697
14797,市立秀峰國小,公立,[221]新北市汐止區仁愛路90號,(02)26480611,121.661556,25.062576
14798,市立金龍國小,公立,[221]新北市汐止區明峰街201號,(02)26959941,121.627219,25.068719
14799,市立介壽國小,公立,[237]新北市三峽區大同路1號,(02)26712392,121.378519,24.929829
14801,市立昌平國小,公立,[242]新北市新莊區昌平街200號,(02)85215492,121.455581,25.056404
14802,市立麗林國小,公立,[244]新北市林口區公園路46號,(02)26008457,121.367903,25.068715
14803,市立集美國小,公立,[241]新北市三重區集美街10號,(02)89725390,121.487924,25.056467
14804,市立永吉國小,公立,[239]新北市鶯歌區德昌二街2號,(02)26704177,121.332913,24.958766
14805,市立大崁國小,公立,[249]新北市八里區忠八街2號,(02)86305678,121.419406,25.160305
14806,市立中園國小,公立,[237]新北市三峽區弘園街22號,(02)86712590,121.367185,24.927828
14807,市立昌福國小,公立,[239]新北市鶯歌區永明街22號,(02)86773322,121.339162,24.955644
14808,市立忠義國小,公立,[247]新北市蘆洲區光榮路99號,(02)22899591,121.463854,25.089297
14811,市立青山國(中)小,公立,[221]新北市汐止區莊敬街33號,(02)26917875,121.656845,25.060713
14812,市立義學國小,公立,[243]新北市泰山區民生路30號,(02)22972048,121.430955,25.052219
14813,市立達觀國(中)小,公立,[231]新北市新店區僑信路1號,(02)22159013,121.50003,24.95388
14814,市立桃子腳國(中)小,公立,[238]新北市樹林區學勤路555號,(02)89703225,121.382829,24.949026
14815,市立龍埔國小,公立,[237]新北市三峽區大學路6號,(02)26745666,121.377883,24.940678
14816,市立頭湖國小,公立,[244]新北市林口區民權路101號,(02)26080766,121.372859,25.082737
14817,市立新市國小,公立,[251]新北市淡水區中山北路二段200號,(02)26262141,121.444509,25.186022
311601,私立普林思頓小學,私立,[105]臺北市松山區美仁里寧安街12號,(02)25706767,121.554349,25.04964
313601,市立松山國小,公立,[105]臺北市松山區八德路四段746號,(02)27672907,121.579269,25.051205
313602,市立西松國小,公立,[105]臺北市松山區東光里三民路5號,(02)27609221,121.563614,25.052198
313604,市立敦化國小,公立,[105]臺北市松山區中正里敦化北路2號,(02)27414065,121.548541,25.049102
313605,市立民生國小,公立,[105]臺北市松山區敦化北路199巷18號,(02)27122452,121.552044,25.056508
313606,市立民權國小,公立,[105]臺北市松山區民權東路四段200號,(02)27652327,121.562298,25.062508
313607,市立民族國小,公立,[105]臺北市松山區民生東路4段97巷7號,(02)27124872,121.55191,25.058875
313608,市立三民國小,公立,[105]臺北市松山區莊敬里民權東路五段1號,(02)27646080,121.564279,25.063275
313609,市立健康國小,公立,[105]臺北市松山區延壽街168號,(02)25282814,121.562923,25.056622
323601,市立興雅國小,公立,[110]臺北市信義區雅祥里基隆路1段83巷9號,(02)27618156,121.570074,25.046766
323602,市立永春國小,公立,[110]臺北市信義區永春里松山路225巷48號,(02)27641314,121.578948,25.044695
323603,市立光復國小,公立,[110]臺北市信義區光復南路271號,(02)27585076,121.55782,25.040243
323604,市立三興國小,公立,[110]臺北市信義區景聯里基隆路2段99號,(02)27385488,121.558027,25.02972
323605,市立信義國小,公立,[110]臺北市信義區松勤街60號,(02)27204005,121.563225,25.031832
323606,市立吳興國小,公立,[110]臺北市信義區松仁路226號,(02)27200226,121.56859,25.026015
323607,市立福德國小,公立,[110]臺北市信義區中行里褔德街253號,(02)27277992,121.58653,25.0389
323608,市立永吉國小,公立,[110]臺北市信義區永春里松山路287巷5號,(02)87858111,121.579753,25.043347
323609,市立博愛國小,公立,[110]臺北市信義區松仁路22鄰95巷20號,(02)23450616,121.5709472,25.03636349
330601,國立臺北教大實小,公立,[106]臺北市大安區龍淵里和平東路2段94號,(02)27356186,121.540887,25.025005
331601,私立復興國小,私立,[106]臺北市大安區仁愛里敦化南路1段262號,(02)27715859,121.54844,25.039328
331602,私立立人國(中)小,私立,[106]臺北市大安區義榮里安和路二段99號,(02)27361388,121.551892,25.029803
331603,私立新民小學,私立,[106]臺北市大安區龍坡里辛亥路1段113號,(02)23630450,121.531863,25.022383
333601,市立龍安國小,公立,[106]臺北市大安區龍門里新生南路3段33號,(02)23632077,121.534846,25.023952
333602,市立大安國小,公立,[106]臺北市大安區芳和里臥龍街129號,(02)27322332,121.549646,25.019507
333603,市立幸安國小,公立,[106]臺北市大安區民炤里仁愛路3段22號,(02)27074191,121.534949,25.037661
333604,市立建安國小,公立,[106]臺北市大安區龍雲里大安路2段99號,(02)27077119,121.54615,25.029387
333605,市立仁愛國小,公立,[106]臺北市大安區敦安里安和路1段60號,(02)27095010,121.552386,25.035792
333606,市立金華國小,公立,[106]臺北市大安區永康里愛國東路79巷11號,(02)23917402,121.527762,25.03225
333607,市立古亭國小,公立,[106]臺北市大安區古風里羅斯福路3段201號,(02)23639795,121.528486,25.020671
333608,市立銘傳國小,公立,[106]臺北市大安區農場里羅斯褔路四段21號,(02)23639815,121.5354531,25.01417554
333609,市立公館國小,公立,[106]臺北市大安區基隆路4段41巷68弄2號,(02)27351734,121.542865,25.012418
333610,市立新生國小,公立,[106]臺北市大安區新生南路二段36號,(02)23913122,121.533612,25.029758
333611,市立和平實驗國小,公立,[106]臺北市大安區敦南街76巷28號,(02)27335900,121.546668,25.020724
343601,市立中山國小,公立,[104]臺北市中山區恆安里民權東路1段69號,(02)25914085,121.526315,25.062913
343602,市立中正國小,公立,[104]臺北市中山區力行里龍江路62號,(02)25070932,121.540263,25.050622
343603,市立長安國小,公立,[104]臺北市中山區興亞里吉林路15號,(02)25617600,121.530182,25.049759
343604,市立長春國小,公立,[104]臺北市中山區中央里長春路165號,(02)25024366,121.533883,25.054948
343605,市立大直國小,公立,[104]臺北市中山區大直里大直街2號,(02)25333953,121.546432,25.080494
343606,市立大佳國小,公立,[104]臺北市中山區大佳里6鄰濱江街107號,(02)25035816,121.535954,25.073302
343607,市立五常國小,公立,[104]臺北市中山區下埤里五常街16號,(02)25023416,121.542213,25.064195
343608,市立吉林國小,公立,[104]臺北市中山區中原里長春路116號,(02)25219196,121.52963,25.054717
343609,市立懷生國小,公立,[104]臺北市中山區埤頭里安東街16巷2號,(02)27710846,121.541745,25.045276
343610,市立永安國小,公立,[104]臺北市中山區明水路397巷19弄1號,(02)25335672,121.549392,25.078735
343611,市立濱江國小,公立,[104]臺北市中山區樂群二路266巷99號,(02)85021571,121.561684,25.077313
353601,市立螢橋國小,公立,[100]臺北市中正區螢雪里詔安街29號,(02)23054620,121.514446,25.024927
353602,市立河堤國小,公立,[100]臺北市中正區汀州路二段180號,(02)23677144,121.522645,25.023261
353603,市立忠義國小,公立,[100]臺北市中正區中華路二段307巷17號,(02)23038752,121.506266,25.029588
353604,市立國語實小,公立,[100]臺北市中正區龍光里南海路58號,(02)23033555,121.511022,25.03092
353605,市立南門國小,公立,[100]臺北市中正區南門里廣州街6號,(02)23715052,121.509094,25.035229
353606,市立東門國小,公立,[100]臺北市中正區東門里仁愛路一段2-4號,(02)23412822,121.520741,25.03862
353607,市立忠孝國小,公立,[100]臺北市中正區梅花里忠孝東路2段101號,(02)23918170,121.531575,25.042891
353608,臺北市立大學附小,公立,[100]臺北市中正區建國里公園路29號,(02)23110395,121.515272,25.036332
363601,市立蓬萊國小,公立,[103]臺北市大同區星明里寧夏路35號,(02)25569835,121.515568,25.056533
363602,市立日新國小,公立,[103]臺北市大同區星明里太原路151號,(02)25584819,121.5167,25.05524
363603,市立太平國小,公立,[103]臺北市大同區南芳里延平北路2段239號,(02)25532229,121.511365,25.062059
363604,市立永樂國小,公立,[103]臺北市大同區南芳里延平北路2段266號,(02)25534882,121.511134,25.061693
363605,市立雙蓮國小,公立,[103]臺北市大同區民權里錦西街51號,(02)25570309,121.516672,25.060117
363606,市立大同國小,公立,[103]臺北市大同區蓬萊里大龍街51號,(02)25965407,121.516103,25.064791
363607,市立大龍國小,公立,[103]臺北市大同區保安里哈密街47號,(02)25942635,121.516721,25.073405
363608,市立延平國小,公立,[103]臺北市大同區大龍街187巷1號(蘭州國中),(02)25942439,121.516765,25.069322
363609,市立大橋國小,公立,[103]臺北市大同區隆和里重慶北路3段2號,(02)25944413,121.513379,25.064287
371601,私立光仁小學,私立,[108]臺北市萬華區壽德里萬大路423巷15號,(02)23032874,121.499739,25.021336
