"company","store","code","address","phone","lon","lat"
"7_11","海洋門市","200941","基隆市中正區中正路609號1樓","02-24637174",121.771167298247,25.1516462753092
"7_11","漁港門市","161295","基隆市中正區中正路672號","02-24634393",121.767674024633,25.1513792843741
"7_11","八斗子門市","249599","基隆市中正區北寧路327號1樓","02-24694510",121.795827676145,25.1397057148114
"7_11","北寧門市","906759","基隆市中正區北寧路382號382-5號","02-24691825",121.795933221162,25.1394262475281
"7_11","和平島門市","140597","基隆市中正區和一路125號127號","02-24629596",121.765498565075,25.1548531466802
"7_11","翔濱門市","215297","基隆市中正區建國里祥豐街339號","02-24631972",121.76774054046,25.1447309280369
"7_11","觀山海門市","231989","基隆市中正區砂子里觀海街49號51號1樓","02-24605101",121.793901750761,25.1383523029453
"7_11","和豐門市","155522","基隆市中正區新豐街203號1樓","02-24698861",121.78913364194,25.1380158659234
"7_11","新財發門市","164065","基隆市中正區新豐街303巷11弄1號3號1樓","02-24697904",121.788212970258,25.1342092043643
"7_11","財豐門市","212564","基隆市中正區新豐街389號1樓","02-24694811",121.785363442249,25.1352998917487
"7_11","龍騰門市","886303","基隆市中正區義一路22號24號","02-24264670",121.745361606731,25.1321290351421
"7_11","哨船頭門市","217444","基隆市中正區義一路43號1樓","02-24289268",121.745702898901,25.133327681059
"7_11","港都門市","207425","基隆市中正區義二路8號1樓","02-24275463",121.745209371346,25.1305895614833
"7_11","正濱門市","906553","基隆市中正區豐稔街27號29號","02-24632658",121.761008574471,25.1408657096938
"7_11","愛六門市","236696","基隆市仁愛區仁一路281號1樓","02-24265641",121.747261446333,25.1284581085936
"7_11","新仁二門市","179827","基隆市仁愛區仁二路11號13號1樓","02-24264807",121.750569598298,25.1274457593314
"7_11","極緻門市","211398","基隆市仁愛區仁二路211號1樓","02-24259349",121.744311038654,25.1288705191315
"7_11","新廟口門市","184874","基隆市仁愛區仁二路228號1樓","02-24227687",121.743794716945,25.129409512353
"7_11","基隆門市","180986","基隆市仁愛區仁二路236號","02-24280407",121.743580703321,25.129496286612
"7_11","新福成門市","171155","基隆市仁愛區仁二路84號86號1樓","02-24274348",121.748321956491,25.1276413269799
"7_11","極品門市","981233","基隆市仁愛區仁三路19號21號1,2樓","02-24256943",121.7436506418,25.1280067563667
"7_11","極上門市","155625","基隆市仁愛區仁三路66號愛二路54巷10號1樓","02-24257644",121.742655771651,25.1287934478629
"7_11","仁五門市","989086","基隆市仁愛區仁五路63號1樓","02-24258951",121.740107945256,25.1275777615672
"7_11","崁頂門市","143699","基隆市仁愛區仁四路60號62號1樓","02-24264442",121.741107231599,25.1284241290838
"7_11","新華成門市","940977","基隆市仁愛區成功一路115號117號","02-24339873",121.736944335681,25.1274252579849
"7_11","孝三門市","249511","基隆市仁愛區孝三路89號91號1樓","02-24287460",121.739551265342,25.1306622141864
"7_11","港隆門市","196707","基隆市仁愛區孝四路23號1樓","02-24274639",121.738989151235,25.1313730459212
"7_11","忠三門市","197412","基隆市仁愛區忠三路52之1號54號1樓","02-24273391",121.738803316014,25.1296285942488
"7_11","慶龍門市","970738","基隆市仁愛區南榮路187號1樓","02-24264929",121.743096856636,25.1236184228969
"7_11","基隆南站門市","194538","基隆市仁愛區港西街5號1樓","02-24258526",121.739860917436,25.1324413131776
"7_11","愛鑫門市","159177","基隆市仁愛區愛二路65號","02-24269831",121.742361889973,25.1296514810358
"7_11","大武嶺門市","151830","基隆市安樂區大武嶺里基金一路135巷21弄2-1號","02-24348246",121.709526233409,25.1404266401858
"7_11","新和慶門市","228190","基隆市安樂區中和路166之5號166之6號1樓","02-24365587",121.717883332716,25.1492580145058
"7_11","安一門市","186320","基隆市安樂區安一路172及174號","02-24260343",121.732677606675,25.1325199895994
"7_11","新長基門市","164593","基隆市安樂區安樂路二段161號","02-24336241",121.723604504045,25.1201294067813
"7_11","武訓門市","154840","基隆市安樂區武訓街102號1樓","02-24329441",121.698277668173,25.1518734689175
"7_11","新武嶺門市","139313","基隆市安樂區基金一路168之26號","02-24334459",121.711292519505,25.1407168361006
"7_11","武晴門市","228639","基隆市安樂區基金一路214之17號","02-34011433",121.708632728294,25.1422871157179
"7_11","大武崙門市","990879","基隆市安樂區基金一路381號383號1樓","02-24345690",121.703908617431,25.1417537707894
"7_11","瑞金門市","197984","基隆市安樂區基金三路75-1號","02-24344408",121.696482076939,25.1546232596145
"7_11","麥金門市","187530","基隆市安樂區基金三路80號80-1號","02-34011778",121.695942933398,25.1568691938507
"7_11","基金門市","170886","基隆市安樂區麥金路197號1樓","02-34010722",121.721593534129,25.1207860910166
"7_11","新金樂門市","942478","基隆市安樂區麥金路427號","02-34010954",121.719491089962,25.1249352384117
"7_11","新壯觀門市","238278","基隆市安樂區麥金路64號66號1樓","02-24335384",121.726323261831,25.1164050067383
"7_11","樂添門市","186560","基隆市安樂區樂利二街62巷291號2樓292號293號1樓","02-24347940",121.715136632975,25.121409766856
"7_11","樂三門市","230849","基隆市安樂區樂利三街257號259號1樓","02-24320335",121.71570809041,25.1266284049729
"7_11","東明門市","227625","基隆市信義區東明路181號183號1樓","02-24680400",121.757676068022,25.1278175619161
"7_11","坤海門市","962313","基隆市信義區東明路69號","02-24658451",121.762312549779,25.1275437003057
"7_11","崇信門市","249348","基隆市信義區東信路212-4,214號1F","02-24657622",121.763080685633,25.1282153993218
"7_11","德信門市","117140","基隆市信義區東信路50號52號","02-24669681",121.767806234832,25.1278919408696
"7_11","信二門市","892272","基隆市信義區信二路167號","02-24287557",121.752018234859,25.1293848838247
"7_11","杰昕門市","249496","基隆市信義區信二路243號245號","02-24236427",121.7480506866,25.1300182986166
"7_11","基醫門市","174040","基隆市信義區信二路268號1樓","02-24257678",121.748321620114,25.1304555790755
"7_11","美的門市","196279","基隆市信義區教孝街28號1樓","02-24685157",121.77496591884,25.1373137354872
"7_11","深美門市","951003","基隆市信義區深美街196號","02-24664831",121.778877358487,25.1367214209903
"7_11","新福樂門市","138697","基隆市信義區深溪路43號45號1樓","02-24683607",121.781855899952,25.1324404986787
"7_11","深瑞門市","236788","基隆市信義區深澳坑路129號1樓","02-24657831",121.788927670652,25.1248364173539
"7_11","滿福門市","123525","基隆市信義區深澳坑路166之30號1樓","02-24684530",121.784859495351,25.1264945452165
"7_11","深澳坑門市","117896","基隆市信義區深澳坑路2-6號2-7號","02-24685466",121.771302539839,25.1368337194898
"7_11","晨曦門市","183284","基隆市暖暖區東勢街6之52號6之53號1樓","02-24585087",121.738818960916,25.0954111754426
"7_11","新暖東門市","240167","基隆市暖暖區暖暖街177號1樓","02-24580719",121.735963495093,25.0993179694164
"7_11","暖鑫門市","127103","基隆市暖暖區暖暖街554號","02-24585245",121.73650051233,25.0925884664193
"7_11","碇內門市","112879","基隆市暖暖區源遠路158號160號","02-24586443",121.748956532493,25.0981698982507
"7_11","源遠門市","977142","基隆市暖暖區源遠路294號296號298號1樓","02-24575289",121.758272818928,25.099333702303
"7_11","暖碇門市","249186","基隆市暖暖區碇內街9號11號","02-24595262",121.754990426123,25.0962820464288
"7_11","德芝門市","180861","台北市士林區士東路266巷5弄18號20號1樓","02-28347532",121.537533097316,25.1123581769737
"7_11","士東門市","955348","台北市士林區士東路48號","02-28359152",121.527836844322,25.1118739036072
"7_11","文林門市","240950","台北市士林區大北路14號16號1樓","02-28810417",121.526591122066,25.08977752971
"7_11","新士林門市","132574","台北市士林區大東路123號125號1樓","02-28835732",121.525455873444,25.091614030998
"7_11","大饌門市","184508","台北市士林區大東路35號1樓","02-28838865",121.525234416256,25.0894751810859
"7_11","豫鋒門市","988326","台北市士林區大南路322號","02-28832762",121.518314267447,25.0890513498699
"7_11","福通門市","992381","台北市士林區大南路400號402號1樓","02-28881028",121.515813175492,25.0895471794721
"7_11","天真門市","198817","台北市士林區中山北路七段141巷6之1號1樓","02-28728894",121.531524624832,25.1232440706809
"7_11","東洋門市","187758","台北市士林區中山北路七段14巷19號B1","02-28753409",121.532335767036,25.1188394869194
"7_11","天東門市","200815","台北市士林區中山北路七段14巷2-1號","02-28734093",121.53106730739,25.1185636862145
"7_11","天裕門市","215677","台北市士林區中山北路七段156號1樓","02-28724419",121.53264198546,25.1239659264762
"7_11","銘傳門市","197515","台北市士林區中山北路五段250號","02-28836632",121.52701002094,25.087199220049
"7_11","劍潭站門市","171409","台北市士林區中山北路五段65號1樓","02-28832704",121.525162998681,25.0835621817482
"7_11","新忠誠門市","216072","台北市士林區中山北路六段18號20號1樓","02-28314978",121.526723988963,25.103949974716
"7_11","福榮門市","171764","台北市士林區中正路220號222號","02-28330676",121.526078860535,25.0955195661633
"7_11","福捷門市","957193","台北市士林區中正路235巷14號","02-28839690",121.526058069594,25.0947704313012
"7_11","士正門市","131401","台北市士林區中正路301號1樓","02-28813350",121.523758683108,25.0946714181248
"7_11","福鑫門市","237563","台北市士林區中正路324號","02-28356026",121.522538077659,25.0947139933923
"7_11","社鑽門市","217341","台北市士林區中正路639號1樓","02-28137115",121.508175398072,25.0861464277555
"7_11","齊德門市","210823","台北市士林區天母西路85號1樓2樓","02-28745680",121.524901581735,25.1185724178837
"7_11","天北門市","170587","台北市士林區天母里天母西路39-1號1樓","02-28760659",121.527399480238,25.1186273534649
"7_11","天越門市","976286","台北市士林區天母東路50巷25號","02-28724484",121.533206036171,25.1167832092971
"7_11","三玉門市","174028","台北市士林區天母東路88之1號1樓","02-28744580",121.535853335325,25.1179702118633
"7_11","天美門市","129372","台北市士林區天母東路8巷96號98號","02-28762701",121.530123841025,25.11435963371
"7_11","天鑫門市","190891","台北市士林區天玉街8號","02-28754546",121.526926812095,25.119758747385
"7_11","天福門市","177463","台北市士林區天福里天母東路8巷39號天母東路8巷41弄1號","02-28762502",121.531632841018,25.1164467303533
"7_11","新文門市","957366","台北市士林區文昌路64號","02-28353709",121.521372577666,25.0961235383407
"7_11","珍饌門市","195900","台北市士林區文林路126號1樓","02-28839937",121.526486363954,25.0884132734429
"7_11","丹樺門市","148524","台北市士林區文林路530號","02-28314649",121.524101869043,25.0972671260072
"7_11","德華門市","187541","台北市士林區文林路669號1樓及B1","02-28310427",121.522183496984,25.1008569476161
"7_11","鑫仰德門市","217282","台北市士林區仰德大道三段68號70號","02-28618640",121.552866868533,25.1188475009858
"7_11","文學門市","170473","台北市士林區光華路26巷10號1樓","02-28613776",121.541617123384,25.137312647312
"7_11","華岡門市","872832","台北市士林區光華路26巷7-1號","02-28625528",121.541507407605,25.1369627816748
"7_11","至善天下門市","960513","台北市士林區至善路二段264號","02-28830232",121.550962750688,25.1003943009087
"7_11","至誠門市","198057","台北市士林區至誠路二段31號","02-28359740",121.529354430114,25.1017700602998
"7_11","鑫成門市","193731","台北市士林區至誠路二段82號1樓","02-28346370",121.527800990434,25.1015601386903
"7_11","新天強門市","215471","台北市士林區克強路11及11-1號1樓","02-28385947",121.524384683605,25.1087465303232
"7_11","葫蘆門市","151416","台北市士林區延平北路五段134號134-2號1樓","02-28112919",121.510488093123,25.0820496891834
"7_11","葫東門市","154297","台北市士林區延平北路五段228號1樓230號1樓2樓","02-28137082",121.510040047155,25.0841926218742
"7_11","福陽門市","161549","台北市士林區延平北路五段269號271號1樓","02-28162119",121.509576838436,25.0852670170579
"7_11","海光門市","232281","台北市士林區延平北路五段35號37號39號","02-28167812",121.510859340986,25.0798200350083
"7_11","福氣門市","170130","台北市士林區延平北路六段122號124號1樓","02-28162416",121.507763086727,25.08926233669
"7_11","集鑫門市","184405","台北市士林區延平北路六段229號231號","02-28113784",121.505076705219,25.0892963536583
"7_11","聚鑫門市","997571","台北市士林區延平北路六段350號","02-88111492",121.501307685588,25.0906762062176
"7_11","洲美門市","200930","台北市士林區延平北路六段505號","02-28162633",121.498259953393,25.0931332158684
"7_11","芝玉門市","163707","台北市士林區忠義街121號","02-28350887",121.532811666496,25.1076739931634
"7_11","凱立門市","190617","台北市士林區忠義街68號","02-28329371",121.53130671661,25.1058819736759
"7_11","德寶門市","181118","台北市士林區忠誠路2段50巷12號","02-28311750",121.529526819357,25.1108927116362
"7_11","誠義門市","200929","台北市士林區忠誠路一段126號","02-28353013",121.528776395727,25.1057888111468
"7_11","德行門市","128807","台北市士林區忠誠路二段7號1樓","02-28341724",121.530633062395,25.1089239685082
"7_11","兒樂門市","185567","台北市士林區承德路五段55號","02-28348349",121.514169304752,25.0968351365662
"7_11","新承德門市","140416","台北市士林區承德路四段30號","02-28857157",121.522034097241,25.0804648364138
"7_11","承富門市","135414","台北市士林區承德路四段39號","02-28862627",121.522891340824,25.081098109148
"7_11","社鑫門市","231277","台北市士林區社子街42號44號1樓","02-28136371",121.50746909774,25.087439346768
"7_11","友成門市","241160","台北市士林區社中街211號1樓","02-88112514",121.508411185551,25.091015318718
"7_11","社中門市","992945","台北市士林區社中街320號322號1樓","02-28119270",121.505179596245,25.0923201459265
"7_11","永倫門市","228592","台北市士林區社中街381號1樓","02-88115108",121.503379811073,25.0920645200828
"7_11","福志門市","890900","台北市士林區雨農路25號","02-88663358",121.532228954976,25.0985706490873
"7_11","鑫港門市","216692","台北市士林區後港街210號","02-28836276",121.52058650073,25.0883984213925
"7_11","前港門市","111278","台北市士林區後港街98之1號2號1樓","02-28818943",121.521520131266,25.0857043790208
"7_11","冬樂門市","190293","台北市士林區美崙街112號一樓","02-28345642",121.519717271001,25.097098627915
"7_11","福順門市","992370","台北市士林區重慶北路四段149號151號1樓","02-28166747",121.511874081121,25.0832119414259
"7_11","草山門市","960775","台北市士林區格致路28號","02-28626422",121.546486301947,25.1368696944072
"7_11","文大門市","214283","台北市士林區格致路57號","02-28623443",121.54626343676,25.1378901541059
"7_11","上饌門市","208853","台北市士林區基河路125號127號","02-28838320",121.523790951494,25.0883983855205
"7_11","承河門市","121127","台北市士林區基河路132號1樓","02-28817180",121.522551533669,25.0887606319776
"7_11","新福慶門市","966278","台北市士林區基河路1號1樓(部份)","02-28813445",121.524955103433,25.0863757359716
"7_11","豐基門市","185556","台北市士林區基河路368號370號","02-28344187",121.518465201506,25.0947567986676
"7_11","太學門市","132909","台北市士林區華岡路45之1號1樓","02-28627655",121.541927011267,25.1377875806436
"7_11","華齡門市","153261","台北市士林區華齡街17巷2號4號1樓","02-28835452",121.519310252895,25.0830701823426
"7_11","福芝門市","896160","台北市士林區福國路94號","02-28358739",121.522302190719,25.1021174801347
"7_11","新劍潭門市","213855","台北市士林區福港街246號248號","02-28882016",121.517471394711,25.0842761031954
"7_11","芝山門市","216119","台北市士林區福華路126號1樓","02-28316143",121.522916943699,25.1027155359358
"7_11","文饌門市","206710","台北市士林區福德路12號14號1樓","02-28838882",121.525794014495,25.0923848184986
"7_11","三樂門市","131984","台北市士林區劍潭路21號1樓","02-28832921",121.522672672366,25.0841618790727
"7_11","德天門市","190592","台北市士林區德行西路52號1樓","02-28344941",121.523426949951,25.1046474431079
"7_11","福溢門市","213567","台北市士林區德行西路96號","02-28312758",121.521233600681,25.1041080781407
"7_11","德誠門市","215909","台北市士林區德行東路106號108號1樓","02-28344429",121.528604357264,25.1076310290187
"7_11","德東門市","238511","台北市士林區德行東路262號1樓","02-28342488",121.534598661678,25.1097181366702
"7_11","蘭雅門市","155223","台北市士林區德行東路6之2號1樓","02-28345909",121.525289263291,25.106484106656
"7_11","東吳門市","198091","台北市士林區臨溪路70號","02-28835820",121.545751570289,25.0944461312162
"7_11","鑫太原門市","971672","台北市大同區太原路40號42號44號","02-25591974",121.515113591978,25.0503812415811
"7_11","雙連門市","136831","台北市大同區民生西路176號","02-25558245",121.517542759384,25.0571383723646
"7_11","鑫寧門市","217352","台北市大同區民生西路214號216號1樓","02-25508002",121.514991207907,25.0569031704271
"7_11","迪化門市","239156","台北市大同區民生西路343號345號","02-25529032",121.511172244337,25.057029707937
"7_11","仟瑞門市","183848","台北市大同區民生西路84號1樓","02-25590648",121.520213147805,25.0574608918011
"7_11","仟發門市","240226","台北市大同區民生西路95號97號","02-25570749",121.519261870271,25.0576054466376
"7_11","民族西門市","212139","台北市大同區民族西路151號153號155號","02-25954841",121.516182732252,25.0687075864943
"7_11","延民門市","143965","台北市大同區民族西路246號248號1樓","02-25952932",121.512479797927,25.0685254925567
"7_11","權鑫門市","241399","台北市大同區民權西路157之1號1樓","02-25995942",121.516312497888,25.0631431870554
"7_11","延華門市","155418","台北市大同區延平北路一段89號91號93號1樓","02-25506316",121.511975375348,25.0517915796387
"7_11","延埕門市","190938","台北市大同區延平北路二段159號161號","02-25520267",121.511595841705,25.0582623767458
"7_11","涼州門市","240824","台北市大同區延平北路二段232號234號1樓涼州街72巷11號1樓","02-25538157",121.511311020331,25.059773124995
"7_11","景星門市","180687","台北市大同區延平北路三段19之5號21號1樓","02-25957826",121.511241268753,25.0640943663298
"7_11","延年門市","137052","台北市大同區延平北路三段61-5號","02-25978111",121.511137945703,25.0658248504172
"7_11","湧久門市","238038","台北市大同區延平北路四段157號159號","02-25982186",121.511393930965,25.0731039053571
"7_11","延龍門市","238382","台北市大同區延平北路四段16號18號1樓","02-25969446",121.510775911332,25.0690970256787
"7_11","承華門市","198677","台北市大同區承德路一段22號","02-25562955",121.516689342307,25.0504375789763
"7_11","德倫門市","992336","台北市大同區承德路三段240號242號1樓","02-25875361",121.518577392643,25.0725605388256
"7_11","三德門市","122463","台北市大同區承德路三段55號57號1樓","02-25955432",121.518550046564,25.0652484884313
"7_11","昌吉門市","240927","台北市大同區承德路三段60號60-1號","02-25927056",121.518108053566,25.0653225876026
"7_11","大龍門市","962542","台北市大同區昌吉街72號74號76號","02-25947220",121.515857005815,25.065803966244
"7_11","塔城門市","184988","台北市大同區長安西路271號1樓及273巷2號1樓","02-25584706",121.510689159227,25.0521347340866
"7_11","長峰門市","143677","台北市大同區長安西路45之2號47號1樓","02-25556859",121.518002037435,25.0507744336469
"7_11","圓慶門市","977290","台北市大同區南京西路127號","02-25567571",121.514666245559,25.0543019083382
"7_11","南西門市","190916","台北市大同區南京西路296號298號1樓","02-25522065",121.513719607342,25.0538786736371
"7_11","稻埕門市","128494","台北市大同區南京西路436號1F","02-25525790",121.508812607391,25.053280423864
"7_11","詠樂門市","239787","台北市大同區迪化街一段13號全棟","02-25559848",121.510194363214,25.0541864607157
"7_11","酒泉門市","992967","台北市大同區重慶北路3段258、260、262號1樓","02-25959849",121.515448611909,25.0716762058045
"7_11","新慶陽門市","238212","台北市大同區重慶北路二段60號","02-25565584",121.513819740483,25.0557896185073
"7_11","哈蜜門市","241171","台北市大同區重慶北路三段309、311號1樓","02-25970450",121.513239134866,25.0735140972031
"7_11","慶吉門市","166049","台北市大同區重慶北路三段47號49號1樓","02-25954240",121.513898383646,25.0656657363181
"7_11","圓泉門市","120526","台北市大同區酒泉街25號27號1樓","02-25997457",121.519354987896,25.0706996705899
"7_11","保聖門市","185327","台北市大同區酒泉街58號60號","02-25992807",121.515698054984,25.0718984873975
"7_11","京磚門市","196497","台北市大同區華陰街65號1樓","02-25526847",121.518380785422,25.0496105104278
"7_11","京站門市","180056","台北市大同區華陰街91號","02-25554526",121.517556944739,25.0498061367523
"7_11","篷萊門市","996523","台北市大同區寧夏路131-1號","02-25539665",121.514490142635,25.0606803265463
"7_11","慶寧門市","202280","台北市大同區寧夏路23號23之1號","02-25569881",121.515123416503,25.0551208861085
"7_11","靜中門市","891176","台北市大同區寧夏路71號73號","02-25529387",121.515191400664,25.0585032277527
"7_11","中興醫門市","966164","台北市大同區鄭州路145號B1","02-25501134",121.508887357872,25.0506924379721
"7_11","信安門市","135492","台北市大安區大安路一段218號","02-27048829",121.545896869484,25.0344130487026
"7_11","頂東門市","956248","台北市大安區大安路一段43號","02-27521297",121.546294478943,25.0434771226535
"7_11","頂安門市","241193","台北市大安區大安路一段67號1樓","02-27787790",121.546279010994,25.042476381965
"7_11","敦南門市","232454","台北市大安區大安路一段83巷14號1樓","02-27115066",121.547013903777,25.0409111809107
"7_11","豫銘門市","863698","台北市大安區大安路二段102號","02-27540615",121.545956447329,25.0307966030851
"7_11","中廣門市","175032","台北市大安區仁愛路三段25-1號27號","02-27526751",121.534366702778,25.0385837233054
"7_11","敦信門市","147141","台北市大安區仁愛路四段122巷50號1樓","02-27556047",121.550158774913,25.0344334625007
"7_11","建綸門市","193384","台北市大安區仁愛路四段151巷33號忠孝東路四段216巷32弄19號21號","02-27754237",121.55197168261,25.0400863776164
"7_11","泰利門市","158956","台北市大安區仁愛路四段266巷15弄22號","02-27058645",121.554219043911,25.0365368678105
"7_11","仁安門市","975962","台北市大安區仁愛路四段27巷1號","02-87732749",121.54527781147,25.0387659038963
"7_11","頂好門市","143253","台北市大安區仁愛路四段79號1號","02-87714781",121.547359113408,25.0381780257434
"7_11","合維門市","238533","台北市大安區四維路170巷8號1樓","02-27077030",121.547562854317,25.0281205800845
"7_11","康福門市","202017","台北市大安區永康街12之2號1樓","02-23956851",121.529485440508,25.0315415761532
"7_11","恆安門市","238500","台北市大安區永康街2巷12號1樓","02-23952535",121.529239201681,25.033167596564
"7_11","永康門市","189271","台北市大安區永康街43號","02-23216948",121.529586108488,25.0304088519328
"7_11","新國聯門市","962184","台北市大安區光復南路180巷12號","02-27752026",121.556897246578,25.0426235750202
"7_11","國館門市","121770","台北市大安區光復南路240巷25號","02-27761700",121.55633596371,25.0406369703475
"7_11","靜安門市","929110","台北市大安區光復南路262號","02-27739618",121.557400623795,25.0401842647076
"7_11","復忠門市","182258","台北市大安區光復南路98之3號98之5號","02-87734342",121.557517456328,25.0441038573799
"7_11","欣安和門市","985246","台北市大安區安和路一段47號","02-87730039",121.55114653887,25.0386004880749
"7_11","敦安門市","916712","台北市大安區安和路一段86號","02-27081857",121.55234649849,25.0347813636243
"7_11","臨江門市","239732","台北市大安區安和路二段67號","02-27844961",121.552567660102,25.0305777717636
"7_11","立仁門市","901293","台北市大安區安和路二段74巷1號","02-27066660",121.551634263524,25.0302284564147
"7_11","安居門市","237910","台北市大安區安居街33號","02-27332560",121.554428416534,25.0204131629188
"7_11","安松門市","167581","台北市大安區安東街50之2號50之3號50之4號","02-27118647",121.542394955771,25.0429218439825
"7_11","敦親門市","238016","台北市大安區辛亥路二段171巷8號","02-27366095",121.540992300937,25.0220973640145
"7_11","辛亥門市","894359","台北市大安區辛亥路二段57號","02-23630291",121.537080542214,25.0230681725027
"7_11","和平東門市","209867","台北市大安區和平東路一段129之1號","02-23519957",121.52965815191,25.0267171843646
"7_11","和泰門市","214571","台北市大安區和平東路一段169號","02-23915933",121.531789345036,25.0265311898699
"7_11","溫東門市","170819","台北市大安區和平東路一段266號","02-23623019",121.533677484137,25.0259843160484
"7_11","和金門市","171063","台北市大安區和平東路一段91號","02-23414965",121.525709246578,25.027012644923
"7_11","龍淵門市","174796","台北市大安區和平東路二段118巷33號","02-27336247",121.542923096163,25.0235197366142
"7_11","龍和門市","239776","台北市大安區和平東路二段197號199號1樓","02-27017163",121.542287610533,25.025230238911
"7_11","龍門門市","237909","台北市大安區和平東路二段38之1號40號1樓","02-23628467",121.537115865128,25.0255380024923
"7_11","禾光門市","975973","台北市大安區和平東路二段63號1樓","02-27027770",121.538535620029,25.0257341482391
"7_11","和樂門市","196316","台北市大安區和平東路三段228巷45號1樓","02-27326014",121.553285018787,25.0206391585491
"7_11","和安門市","855572","台北市大安區和平東路三段230號","02-27355311",121.55464511069,25.0221372724416
"7_11","富陽門市","144290","台北市大安區和平東路三段298號300號1樓","02-27373519",121.55629165547,25.020584703193
"7_11","技安門市","128058","台北市大安區和平東路三段97號97之1號1樓","02-27375613",121.550778815837,25.0246129638499
"7_11","延吉門市","217271","台北市大安區延吉街237號","02-27087348",121.555692094696,25.0366039871673
"7_11","吉忠門市","957285","台北市大安區延吉街72號","02-87725413",121.554110683732,25.0425333297205
"7_11","義村門市","963305","台北市大安區忠孝東路三段160號","02-27312912",121.538383765866,25.0414631861513
"7_11","佑安門市","216050","台北市大安區忠孝東路三段217巷1弄2號","02-27752136",121.539599995937,25.0424025749557
"7_11","懷生門市","197353","台北市大安區忠孝東路三段248巷9號","02-27811473",121.5414295856,25.0410344416401
"7_11","建忠門市","975869","台北市大安區忠孝東路三段249號","02-27416501",121.541434565518,25.0418439385642
"7_11","敦頂門市","186537","台北市大安區忠孝東路四段101巷7號","02-87716011",121.548140317918,25.0421033324234
"7_11","敦仁門市","207056","台北市大安區忠孝東路四段148號部份","02-87714571",121.549911440776,25.0412988158003
"7_11","鑫富民門市","241573","台北市大安區忠孝東路四段181巷40弄22號1樓","02-27754172",121.549760288268,25.0438885778641
"7_11","統合門市","199876","台北市大安區忠孝東路四段181巷7弄11之1號11之2號","02-27219682",121.551340168246,25.0421899553584
"7_11","統領門市","121161","台北市大安區忠孝東路四段205巷7弄5號1樓","02-27319841",121.552253372919,25.0421772711001
"7_11","統家門市","202453","台北市大安區忠孝東路四段216巷27弄1號1樓","02-27212029",121.55319973955,25.0399542336003
"7_11","鳳翔門市","996154","台北市大安區忠孝東路四段216巷68號","02-87710411",121.552844481731,25.0382916870927
"7_11","阿波羅門市","207137","台北市大安區忠孝東路四段222號224號1樓","02-87739671",121.553587444016,25.0412124922026
"7_11","仕吉門市","238935","台北市大安區忠孝東路四段223巷42號","02-87730907",121.553110029366,25.0435428613964
"7_11","錢忠門市","239226","台北市大安區忠孝東路四段26巷5號","02-27526260",121.544520220661,25.041230835151
"7_11","吉孝門市","227670","台北市大安區忠孝東路四段299號","02-27790763",121.555337319622,25.0415983988192
"7_11","鑫忠孝門市","192576","台北市大安區忠孝東路四段313號1樓","02-27754406",121.555862010186,25.0415945734048
"7_11","瑞升門市","186467","台北市大安區杭州南路二段91號","02-23435837",121.522054946364,25.0286124450594
